CASENUM,VEH_NO,PER_NO,STRATUM,STRATUMNAME,REGION,REGIONNAME,PSU,PJ,PSU_VAR,URBANICITY,URBANICITYNAME,NMIMPAIR,NMIMPAIRNAME,PSUSTRAT,WEIGHT
202103467608,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",32,4145,32,2,Rural Area,0,None/Apparently Normal,17,17.974275843
202103467844,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",24,170,24,2,Rural Area,0,None/Apparently Normal,24,14.736749369
202103468256,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103468455,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",78,4146,78,1,Urban Area,98,Not Reported,10,14.827350312
202103468522,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",40,4147,40,1,Urban Area,10,Physical Impairment - No Details,15,15.149805558
202103468565,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",60,232,60,1,Urban Area,98,Not Reported,21,18.693208745
202103468728,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",83,4148,83,1,Urban Area,98,Not Reported,13,14.865183475
202103468808,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",83,4148,83,1,Urban Area,98,Not Reported,13,14.865183475
202103469007,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",51,1080,51,1,Urban Area,0,None/Apparently Normal,10,14.902579653
202103469146,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",51,1098,51,1,Urban Area,2,Asleep or Fatigued,10,14.902579648
202103469153,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",51,1098,51,1,Urban Area,0,None/Apparently Normal,10,14.902579648
202103469406,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",51,1098,51,1,Urban Area,0,None/Apparently Normal,10,14.902579648
202103469452,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",80,1800,80,1,Urban Area,98,Not Reported,2,15.811116389
202103469506,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",80,1800,80,1,Urban Area,98,Not Reported,2,15.811116389
202103469671,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",48,87,48,1,Urban Area,99,Reported as Unknown if Impaired,12,14.900938265
202103469867,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",70,138,70,2,Rural Area,99,Reported as Unknown if Impaired,16,27.614188891
202103470027,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",37,4136,37,2,Rural Area,0,None/Apparently Normal,24,37.689429235
202103470040,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",59,4137,59,1,Urban Area,98,Not Reported,10,14.841623266
202103470222,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",28,4139,28,1,Urban Area,98,Not Reported,11,14.84407598
202103470340,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103470349,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103470370,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103470379,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103470486,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",40,4147,40,1,Urban Area,98,Not Reported,15,14.83568279
202103470497,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",40,4147,40,1,Urban Area,98,Not Reported,15,14.83568279
202103470630,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",25,4150,25,1,Urban Area,0,None/Apparently Normal,8,14.779431195
202103470693,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",25,4150,25,1,Urban Area,0,None/Apparently Normal,8,14.779431195
202103470820,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,0,None/Apparently Normal,8,14.488652815
202103470917,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,98,Not Reported,8,14.488652815
202103470990,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,0,None/Apparently Normal,8,14.488652815
202103471173,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,0,None/Apparently Normal,8,14.488652815
202103471199,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,0,None/Apparently Normal,8,14.488652815
202103471289,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",67,4152,67,1,Urban Area,0,None/Apparently Normal,8,14.488652815
202103471348,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",47,4153,47,2,Rural Area,99,Reported as Unknown if Impaired,9,38.238239502
202103471624,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",39,4154,39,1,Urban Area,0,None/Apparently Normal,7,14.008595788
202103472035,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",29,966,29,1,Urban Area,98,Not Reported,7,14.281633351
202103472286,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",61,1573,61,1,Urban Area,9,"Under the Influence of Alcohol, Drugs or Medication",1,71.160091162
202103472504,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",29,970,29,1,Urban Area,98,Not Reported,7,23.003903823
202103472514,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",50,1645,50,2,Rural Area,98,Not Reported,4,15.881915537
202103472520,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",50,1645,50,2,Rural Area,98,Not Reported,4,15.881915537
202103472530,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",29,970,29,1,Urban Area,98,Not Reported,7,26.606113658
202103472535,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",29,970,29,1,Urban Area,98,Not Reported,7,26.606113658
202103472585,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,362,46,1,Urban Area,98,Not Reported,22,20.293985806
202103472585,0,2,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,362,46,1,Urban Area,98,Not Reported,22,20.293985806
202103473126,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",59,4137,59,1,Urban Area,98,Not Reported,10,14.841623266
202103473958,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",20,4140,20,2,Rural Area,98,Not Reported,25,25.227000944
202103474181,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",75,4144,75,2,Rural Area,0,None/Apparently Normal,19,22.491106307
202103474369,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",83,4148,83,1,Urban Area,98,Not Reported,13,14.865183475
202103474419,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",22,4149,22,2,Rural Area,0,None/Apparently Normal,5,25.758073883
202103474570,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",17,1053,17,1,Urban Area,0,None/Apparently Normal,15,14.768168832
202103474603,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",17,1053,17,1,Urban Area,0,None/Apparently Normal,15,15.080862096
202103474691,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",17,1053,17,1,Urban Area,0,None/Apparently Normal,15,14.768168832
202103474740,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1764,66,1,Urban Area,98,Not Reported,1,15.658154756
202103474760,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",17,1053,17,1,Urban Area,0,None/Apparently Normal,15,14.768168832
202103474816,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1764,66,1,Urban Area,98,Not Reported,1,15.658154756
202103474820,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1764,66,1,Urban Area,98,Not Reported,1,15.658154756
202103474830,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1764,66,1,Urban Area,98,Not Reported,1,15.658154756
202103474864,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1766,66,1,Urban Area,98,Not Reported,1,15.658154758
202103474896,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1750,66,1,Urban Area,98,Not Reported,1,15.971288103
202103474919,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1757,66,1,Urban Area,98,Not Reported,1,15.658154753
202103474925,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",31,1714,31,1,Urban Area,98,Not Reported,2,29.791867842
202103474936,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",76,2286,76,1,Urban Area,0,None/Apparently Normal,2,15.369599743
202103475136,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",60,234,60,1,Urban Area,98,Not Reported,21,18.693208732
202103475223,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",53,2666,53,1,Urban Area,98,Not Reported,15,14.261243687
202103475650,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",68,295,68,1,Urban Area,98,Not Reported,23,24.209174479
202103475650,0,2,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",68,295,68,1,Urban Area,98,Not Reported,23,24.209174479
202103476091,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",59,4137,59,1,Urban Area,98,Not Reported,10,14.841623266
202103476487,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",65,4138,65,1,Urban Area,98,Not Reported,13,14.654243473
202103476487,0,2,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",65,4138,65,1,Urban Area,98,Not Reported,13,14.654243473
202103476907,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",20,4140,20,2,Rural Area,98,Not Reported,25,25.227000944
202103476995,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",35,4141,35,1,Urban Area,98,Not Reported,13,14.516041633
202103477180,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",58,4143,58,1,Urban Area,0,None/Apparently Normal,6,14.148240631
202103477186,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",58,4143,58,1,Urban Area,0,None/Apparently Normal,6,14.148240631
202103477221,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",58,4143,58,1,Urban Area,0,None/Apparently Normal,6,14.148240631
202103477286,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",78,4146,78,1,Urban Area,98,Not Reported,10,14.827350312
202103477450,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",40,4147,40,1,Urban Area,98,Not Reported,15,14.83568279
202103477648,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",39,4154,39,1,Urban Area,99,Reported as Unknown if Impaired,7,14.008595788
202103477664,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",13,4016,13,1,Urban Area,9,"Under the Influence of Alcohol, Drugs or Medication",3,16.123842089
202103477807,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",62,567,62,2,Rural Area,99,Reported as Unknown if Impaired,18,18.168375211
202103477863,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,336,46,1,Urban Area,98,Not Reported,22,20.293985806
202103477871,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,336,46,1,Urban Area,2,Asleep or Fatigued,22,20.293985806
202103477931,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,336,46,1,Urban Area,98,Not Reported,22,20.293985806
202103477980,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,336,46,1,Urban Area,98,Not Reported,22,20.293985806
202103477988,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,336,46,1,Urban Area,98,Not Reported,22,20.293985806
202103478223,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",60,257,60,1,Urban Area,98,Not Reported,21,18.693208742
202103478689,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",20,4140,20,2,Rural Area,98,Not Reported,25,25.227000944
202103478794,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",58,4143,58,1,Urban Area,0,None/Apparently Normal,6,14.148240631
202103479007,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",83,4148,83,1,Urban Area,98,Not Reported,13,14.865183475
202103479036,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",39,4154,39,1,Urban Area,0,None/Apparently Normal,7,14.008595788
202103479050,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",39,4154,39,1,Urban Area,0,None/Apparently Normal,7,14.008595788
202103479131,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",13,1208,13,1,Urban Area,0,None/Apparently Normal,3,16.123842084
202103479212,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1757,66,1,Urban Area,98,Not Reported,1,15.658154753
202103479444,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1762,66,1,Urban Area,98,Not Reported,1,15.658154759
202103479484,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",38,573,38,1,Urban Area,98,Not Reported,14,17.583375656
202103479512,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1762,66,1,Urban Area,98,Not Reported,1,15.658154759
202103479543,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",66,1763,66,1,Urban Area,98,Not Reported,1,15.65815476
202103479632,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479640,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479650,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479688,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",34,1678,34,1,Urban Area,98,Not Reported,1,16.264536029
202103479700,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479715,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",31,1709,31,1,Urban Area,98,Not Reported,2,15.951137998
202103479738,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",41,159,41,1,Urban Area,0,None/Apparently Normal,22,16.026278725
202103479738,0,2,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",41,159,41,1,Urban Area,0,None/Apparently Normal,22,16.026278725
202103479742,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479752,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479755,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",34,1678,34,1,Urban Area,98,Not Reported,1,16.264536029
202103479762,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",46,337,46,1,Urban Area,98,Not Reported,22,20.293985806
202103479779,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",34,1678,34,1,Urban Area,98,Not Reported,1,16.264536029
202103479780,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",31,1709,31,1,Urban Area,98,Not Reported,2,15.951137998
202103479784,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",34,1678,34,1,Urban Area,98,Not Reported,1,16.264536029
202103479798,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",34,1678,34,1,Urban Area,98,Not Reported,1,16.264536029
202103479926,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",82,2152,82,2,Rural Area,0,None/Apparently Normal,19,23.091180543
202103479928,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",82,2152,82,2,Rural Area,0,None/Apparently Normal,19,23.091180543
202103480658,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",59,4137,59,1,Urban Area,98,Not Reported,10,14.841623266
202103481252,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",28,4139,28,1,Urban Area,98,Not Reported,11,14.84407598
202103481492,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",28,4139,28,1,Urban Area,98,Not Reported,11,14.84407598
202103481920,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",12,4142,12,1,Urban Area,98,Not Reported,12,14.817507615
202103482255,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",78,4146,78,1,Urban Area,98,Not Reported,10,15.141296653
202103482475,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",78,4146,78,1,Urban Area,98,Not Reported,10,14.827350312
202103482546,0,1,2,Stratum 2 - Not a MV Occupant Any Injury,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",40,4147,40,1,Urban Area,98,Not Reported,15,14.83568279
